Date,Wind_GWh,Solar_GWh,Wind_Speed_10m,Temperature_Celsius,Cloud_Cover,Solar_Radiation_MJ_per_m2,Wind_Capacity_MW,Solar_Capacity_MW,East_Solar_DSO_MW,East_Solar_TSO_MW,East_Wind_DSO_MW,East_Wind_TSO_MW,North_Wind_DSO_MW,North_Wind_TSO_MW,South_Solar_DSO_MW,South_Solar_TSO_MW,South_Wind_DSO_MW,South_Wind_TSO_MW,West_Solar_DSO_MW,West_Wind_DSO_MW,West_Wind_TSO_MW
2010-01-01,248.002,0.0,0.78655136,4.1490774,0.66856295,2971663.8,1270.807,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-02,150.952,0.0,1.1544578,4.126316,0.69422,5765193.0,1286.107,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-03,251.394,0.0,0.872089,6.32746,0.65399486,10048856.0,1303.657,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-04,186.269,0.0,1.2957245,8.733235,0.6744531,16062960.0,1313.647,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-05,168.528,0.0,1.6492325,10.533146,0.6533258,18700240.0,1313.647,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-06,155.438,0.0,0.71755594,14.2299185,0.7032929,19980432.0,1393.697,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-07,268.309,0.0,3.3235888,14.914639,0.83600146,15352660.0,1393.697,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-08,207.491,0.0,2.7918634,14.405796,0.7027592,15194250.0,1393.697,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-09,288.738,0.0,2.3287084,13.937576,0.7557088,10283616.0,1395.287,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-10,321.952,0.0,1.9723176,11.298184,0.6781363,6822046.0,1395.287,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-11,341.232,0.0,1.4749972,6.9686065,0.673554,3360095.8,1400.41,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2010-01-12,218.84,0.0,1.1318158,2.989208,0.69092274,2226574.2,1400.428,0.6,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-01,274.802,0.0,1.5804212,5.1265016,0.7160629,2722785.5,1443.528,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-02,354.989,0.0,4.150639,7.4958653,0.7708915,4892891.0,1448.178,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-03,205.538,0.0,1.3151177,7.115686,0.6544995,10031971.0,1453.278,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-04,245.734,0.0,1.8218471,10.619301,0.6722466,15662278.0,1472.878,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-05,542.454,0.0,4.198789,11.077496,0.7303525,17387700.0,1485.378,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-06,242.292,0.0,2.5661945,11.918293,0.685079,19358158.0,1511.378,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-07,184.921,0.0,1.6296585,13.986278,0.78539485,16903416.0,1530.368,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-08,190.237,0.0,2.4011583,13.759388,0.7419558,14305454.0,1592.808,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-09,483.044,0.0,5.392239,13.701938,0.79020184,9489662.0,1592.808,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-10,450.738,0.0,4.7353787,12.028352,0.8364888,4809977.0,1617.098,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-11,546.286,0.0,4.9286823,10.641469,0.7409434,3116192.8,1617.598,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2011-01-12,649.314,0.0,7.313563,7.31394,0.77702886,1838149.5,1620.998,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-01,537.091,0.0,4.7165875,7.701514,0.83359694,2250527.0,1620.998,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-02,372.643,0.0,3.3854454,7.6769295,0.8937073,3843176.0,1620.998,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-03,308.961,0.0,2.2784219,8.88237,0.67741615,10396377.0,1620.998,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-04,362.392,0.0,3.3823714,7.528766,0.6350731,15431789.0,1635.988,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-05,258.475,0.0,0.87023926,10.735611,0.7081962,18175084.0,1635.988,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-06,240.156,0.0,1.5529944,12.499234,0.82894427,16319786.0,1670.268,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-07,220.825,0.0,2.0271592,13.840955,0.7811975,15679015.0,1670.278,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-08,293.377,0.0,2.6854606,15.282195,0.76189435,14754456.0,1670.278,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-09,310.492,0.0,3.5203156,12.974229,0.7633441,10317375.0,1682.878,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-10,271.708,0.0,0.9914407,9.9304695,0.7364165,6105414.5,1707.09,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-11,360.524,0.0,3.2383852,7.7340894,0.7114339,3263567.5,1710.99,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2012-01-12,462.775,0.0,3.5605388,7.0911856,0.77599686,1957227.6,1748.89,0.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-01,449.088,0.0,3.543368,6.620413,0.80017996,2304243.8,1748.89,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-02,397.565,0.0,0.9329542,5.804914,0.7220524,5428007.0,1763.707,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-03,431.606,0.0,4.2579474,4.564141,0.765397,9107997.0,1771.987,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-04,445.619,0.0,1.5346823,7.3844743,0.6504884,15101368.0,1786.137,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-05,433.881,0.0,3.0844324,9.846056,0.72600996,17963048.0,1805.137,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-06,247.352,0.0,1.7690905,13.111051,0.72063583,19111900.0,1805.137,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-07,140.312,0.0,1.5082012,16.678295,0.6514094,20470086.0,1818.087,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-08,261.029,0.0,3.5183,15.311791,0.7752144,14176222.0,1818.087,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-09,312.105,0.0,1.7884411,13.712334,0.80533254,9650190.0,1875.287,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-10,417.989,0.0,2.345762,12.468028,0.75754476,5803186.0,1880.287,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-11,335.976,0.0,3.7802985,8.038032,0.7229766,3354578.8,1885.397,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2013-01-12,657.156,0.0,6.730916,7.9469194,0.7903367,1928443.4,1924.397,1.0,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-01,578.928,0.0,5.00765,6.7187653,0.7255262,2577286.8,1970.347,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-02,619.469,0.0,5.695215,6.313387,0.7675354,5303653.0,2028.247,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-03,483.024,0.0,2.6600308,7.316123,0.7528852,9082857.0,2043.237,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-04,363.801,0.0,1.6400453,9.712059,0.71174294,14964945.0,2043.237,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-05,353.64,0.0,1.6852248,11.158405,0.78084403,16473742.0,2081.537,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-06,201.353,0.0,0.6728634,14.04005,0.71570605,19865360.0,2081.837,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-07,233.675,0.0,2.3360982,15.927581,0.74664915,17489866.0,2152.937,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-08,406.588,0.0,2.8635595,14.260562,0.6723016,15213339.0,2164.937,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-09,183.019,0.0,0.88188875,14.524881,0.72862387,11504654.0,2176.957,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-10,564.285,0.0,4.0648484,12.030632,0.75199014,6078994.5,2213.957,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-11,424.801,0.0,2.0673397,9.164361,0.72298145,3156673.5,2228.957,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2014-01-12,703.134,0.0,5.6008925,7.182816,0.7588282,1897144.5,2267.557,1.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-01,784.501,0.0,5.8885493,6.157028,0.7456401,2693297.0,2267.557,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-02,483.219,0.0,3.1354797,5.683657,0.71545357,5292052.0,2267.557,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-03,593.505,0.0,3.7228036,6.7376738,0.66951907,9908271.0,2267.557,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-04,377.211,0.0,1.0058154,8.551625,0.55870086,16743562.0,2267.557,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-05,589.143,0.0,3.1228054,9.835991,0.7751505,16624864.0,2322.457,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-06,400.947,0.0,2.5432048,12.595967,0.7230571,19856134.0,2353.557,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-07,489.949,0.0,2.8032968,13.8078165,0.7479927,16623599.0,2371.557,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-08,368.369,0.0,3.47539,13.984968,0.7191048,14953027.0,2371.607,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-09,381.609,0.0,0.7030349,12.743816,0.70059,11019971.0,2398.457,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-10,388.36,0.0,2.0241516,11.514589,0.74826115,6480843.0,2422.457,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-11,752.462,0.0,5.450531,10.018782,0.78159964,2604640.5,2427.457,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2015-01-12,927.38,0.0,6.4980316,9.192878,0.8328035,1591230.4,2447.457,2.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-01,777.966,0.0,3.7066247,7.0987625,0.8069582,2285086.2,2457.457,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-02,639.368,0.0,3.7011807,5.904029,0.7483515,4933054.0,2467.457,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-03,521.565,0.0,2.0320942,6.8562217,0.6933287,10043196.0,2467.457,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-04,472.091,0.0,1.8751922,7.4608335,0.670124,15041998.0,2480.457,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-05,351.625,0.0,0.45977038,11.54202,0.6263312,19167132.0,2480.457,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-06,312.112,0.0,1.6990763,14.133928,0.7403405,18408882.0,2491.157,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-07,348.549,0.0,3.639187,14.729363,0.77314854,16258285.0,2491.157,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-08,502.521,0.0,3.0762098,15.27925,0.7515339,13989349.0,2526.357,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-09,535.781,0.0,4.3300815,14.292585,0.80537033,9244656.0,2548.456,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-10,446.08,0.0,2.3401206,11.534855,0.7048417,6604779.0,2620.816,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-11,504.521,0.0,2.483482,7.520602,0.660551,3431147.2,2659.516,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2016-01-12,702.76,0.0,4.2959485,8.5515585,0.78495425,1817049.9,2795.106,5.1,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2017-01-01,701.085,0.0,2.370416,7.335038,0.74449813,2572189.5,2799.706,15.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2017-01-02,847.725,0.0,2.8888474,7.2662454,0.7950778,4468649.5,2845.205,15.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2017-01-03,774.325,0.0,2.7507346,8.353806,0.7655313,9347616.0,2860.004,15.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2017-01-04,447.909,0.0,2.1854348,9.061004,0.75490683,13657910.0,2865.154,15.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
2017-01-05,467.566,0.0,1.4450159,12.01766,0.61547464,19492472.0,2926.954,15.7,106.609,520.6,349.389,525.4,340.498,356.9,22.97,87,1093.551,1028.65,9.2,441.118,803
