Date,Zone,Type,Connection_Type,Installed_MW
2015-12-01,South,Solar,TSO,87.0
2015-12-01,West,Solar,DSO,9.2
2016-01-01,East,Wind,DSO,349.389
2016-01-01,East,Wind,TSO,491.4
2016-01-01,East,Wind,TSO,34.0
2016-01-01,North,Wind,DSO,340.498
2016-01-01,North,Wind,TSO,356.9
2016-01-01,South,Wind,DSO,1093.551
2016-01-01,South,Wind,TSO,999.85
2016-01-01,South,Wind,TSO,28.8
2016-01-01,West,Wind,DSO,441.118
2016-01-01,West,Wind,TSO,720.0
2016-01-01,West,Wind,TSO,83.0
2016-01-01,East,Solar,DSO,106.609
2016-01-01,East,Solar,TSO,520.6
2016-01-01,South,Solar,DSO,22.97
2016-01-01,South,Solar,TSO,87.0
2016-01-01,West,Solar,DSO,9.2
2016-02-01,East,Wind,DSO,349.389
2016-02-01,East,Wind,TSO,491.4
2016-02-01,East,Wind,TSO,34.0
2016-02-01,North,Wind,DSO,340.498
2016-02-01,North,Wind,TSO,356.9
2016-02-01,South,Wind,DSO,1093.551
2016-02-01,South,Wind,TSO,999.85
2016-02-01,South,Wind,TSO,28.8
2016-02-01,West,Wind,DSO,441.118
2016-02-01,West,Wind,TSO,720.0
2016-02-01,West,Wind,TSO,83.0
2016-02-01,East,Solar,DSO,106.609
2016-02-01,East,Solar,TSO,520.6
2016-02-01,South,Solar,DSO,22.97
2016-02-01,South,Solar,TSO,87.0
2016-02-01,West,Solar,DSO,9.2
2016-03-01,East,Wind,DSO,349.389
2016-03-01,East,Wind,TSO,491.4
2016-03-01,East,Wind,TSO,34.0
2016-03-01,North,Wind,DSO,340.498
2016-03-01,North,Wind,TSO,356.9
2016-03-01,South,Wind,DSO,1093.551
2016-03-01,South,Wind,TSO,999.85
2016-03-01,South,Wind,TSO,28.8
2016-03-01,West,Wind,DSO,441.118
2016-03-01,West,Wind,TSO,720.0
2016-03-01,West,Wind,TSO,83.0
2016-03-01,East,Solar,DSO,106.609
2016-03-01,East,Solar,TSO,520.6
2016-03-01,South,Solar,DSO,22.97
2016-03-01,South,Solar,TSO,87.0
2016-03-01,West,Solar,DSO,9.2
2016-04-01,East,Wind,DSO,349.389
2016-04-01,East,Wind,TSO,491.4
2016-04-01,East,Wind,TSO,34.0
2016-04-01,North,Wind,DSO,340.498
2016-04-01,North,Wind,TSO,356.9
2016-04-01,South,Wind,DSO,1093.551
2016-04-01,South,Wind,TSO,999.85
2016-04-01,South,Wind,TSO,28.8
2016-04-01,West,Wind,DSO,441.118
2016-04-01,West,Wind,TSO,720.0
2016-04-01,West,Wind,TSO,83.0
2016-04-01,East,Solar,DSO,106.609
2016-04-01,East,Solar,TSO,520.6
2016-04-01,South,Solar,DSO,22.97
2016-04-01,South,Solar,TSO,87.0
2016-04-01,West,Solar,DSO,9.2
2016-05-01,East,Wind,DSO,349.389
2016-05-01,East,Wind,TSO,491.4
2016-05-01,East,Wind,TSO,34.0
2016-05-01,North,Wind,DSO,340.498
2016-05-01,North,Wind,TSO,356.9
2016-05-01,South,Wind,DSO,1093.551
2016-05-01,South,Wind,TSO,999.85
2016-05-01,South,Wind,TSO,28.8
2016-05-01,West,Wind,DSO,441.118
2016-05-01,West,Wind,TSO,720.0
2016-05-01,West,Wind,TSO,83.0
2016-05-01,East,Solar,DSO,106.609
2016-05-01,East,Solar,TSO,520.6
2016-05-01,South,Solar,DSO,22.97
2016-05-01,South,Solar,TSO,87.0
2016-05-01,West,Solar,DSO,9.2
2016-06-01,East,Wind,DSO,349.389
2016-06-01,East,Wind,TSO,491.4
2016-06-01,East,Wind,TSO,34.0
2016-06-01,North,Wind,DSO,340.498
2016-06-01,North,Wind,TSO,356.9
2016-06-01,South,Wind,DSO,1093.551
2016-06-01,South,Wind,TSO,999.85
2016-06-01,South,Wind,TSO,28.8
2016-06-01,West,Wind,DSO,441.118
2016-06-01,West,Wind,TSO,720.0
2016-06-01,West,Wind,TSO,83.0
2016-06-01,East,Solar,DSO,106.609
2016-06-01,East,Solar,TSO,520.6
2016-06-01,South,Solar,DSO,22.97
2016-06-01,South,Solar,TSO,87.0
2016-06-01,West,Solar,DSO,9.2
2016-07-01,East,Wind,DSO,349.389
2016-07-01,East,Wind,TSO,491.4
2016-07-01,East,Wind,TSO,34.0
2016-07-01,North,Wind,DSO,340.498
2016-07-01,North,Wind,TSO,356.9
2016-07-01,South,Wind,DSO,1093.551
2016-07-01,South,Wind,TSO,999.85
2016-07-01,South,Wind,TSO,28.8
2016-07-01,West,Wind,DSO,441.118
2016-07-01,West,Wind,TSO,720.0
2016-07-01,West,Wind,TSO,83.0
2016-07-01,East,Solar,DSO,106.609
2016-07-01,East,Solar,TSO,520.6
2016-07-01,South,Solar,DSO,22.97
2016-07-01,South,Solar,TSO,87.0
2016-07-01,West,Solar,DSO,9.2
2016-08-01,East,Wind,DSO,349.389
2016-08-01,East,Wind,TSO,491.4
2016-08-01,East,Wind,TSO,34.0
2016-08-01,North,Wind,DSO,340.498
2016-08-01,North,Wind,TSO,356.9
2016-08-01,South,Wind,DSO,1093.551
2016-08-01,South,Wind,TSO,999.85
2016-08-01,South,Wind,TSO,28.8
2016-08-01,West,Wind,DSO,441.118
2016-08-01,West,Wind,TSO,720.0
2016-08-01,West,Wind,TSO,83.0
2016-08-01,East,Solar,DSO,106.609
2016-08-01,East,Solar,TSO,520.6
2016-08-01,South,Solar,DSO,22.97
2016-08-01,South,Solar,TSO,87.0
2016-08-01,West,Solar,DSO,9.2
2016-09-01,East,Wind,DSO,349.389
2016-09-01,East,Wind,TSO,491.4
2016-09-01,East,Wind,TSO,34.0
2016-09-01,North,Wind,DSO,340.498
2016-09-01,North,Wind,TSO,356.9
2016-09-01,South,Wind,DSO,1093.551
2016-09-01,South,Wind,TSO,999.85
2016-09-01,South,Wind,TSO,28.8
2016-09-01,West,Wind,DSO,441.118
2016-09-01,West,Wind,TSO,720.0
2016-09-01,West,Wind,TSO,83.0
2016-09-01,East,Solar,DSO,106.609
2016-09-01,East,Solar,TSO,520.6
2016-09-01,South,Solar,DSO,22.97
2016-09-01,South,Solar,TSO,87.0
2016-09-01,West,Solar,DSO,9.2
2016-10-01,East,Wind,DSO,349.389
2016-10-01,East,Wind,TSO,491.4
2016-10-01,East,Wind,TSO,34.0
2016-10-01,North,Wind,DSO,340.498
2016-10-01,North,Wind,TSO,356.9
2016-10-01,South,Wind,DSO,1093.551
2016-10-01,South,Wind,TSO,999.85
2016-10-01,South,Wind,TSO,28.8
2016-10-01,West,Wind,DSO,441.118
2016-10-01,West,Wind,TSO,720.0
2016-10-01,West,Wind,TSO,83.0
2016-10-01,East,Solar,DSO,106.609
2016-10-01,East,Solar,TSO,520.6
2016-10-01,South,Solar,DSO,22.97
2016-10-01,South,Solar,TSO,87.0
2016-10-01,West,Solar,DSO,9.2
2016-11-01,East,Wind,DSO,349.389
2016-11-01,East,Wind,TSO,491.4
2016-11-01,East,Wind,TSO,34.0
2016-11-01,North,Wind,DSO,340.498
2016-11-01,North,Wind,TSO,356.9
2016-11-01,South,Wind,DSO,1093.551
2016-11-01,South,Wind,TSO,999.85
2016-11-01,South,Wind,TSO,28.8
2016-11-01,West,Wind,DSO,441.118
2016-11-01,West,Wind,TSO,720.0
2016-11-01,West,Wind,TSO,83.0
2016-11-01,East,Solar,DSO,106.609
2016-11-01,East,Solar,TSO,520.6
2016-11-01,South,Solar,DSO,22.97
2016-11-01,South,Solar,TSO,87.0
2016-11-01,West,Solar,DSO,9.2
2016-12-01,East,Wind,DSO,349.389
2016-12-01,East,Wind,TSO,491.4
2016-12-01,East,Wind,TSO,34.0
2016-12-01,North,Wind,DSO,340.498
2016-12-01,North,Wind,TSO,356.9
2016-12-01,South,Wind,DSO,1093.551
2016-12-01,South,Wind,TSO,999.85
2016-12-01,South,Wind,TSO,28.8
2016-12-01,West,Wind,DSO,441.118
2016-12-01,West,Wind,TSO,720.0
2016-12-01,West,Wind,TSO,83.0
2016-12-01,East,Solar,DSO,106.609
2016-12-01,East,Solar,TSO,520.6
2016-12-01,South,Solar,DSO,22.97
2016-12-01,South,Solar,TSO,87.0
2016-12-01,West,Solar,DSO,9.2
2017-01-01,East,Wind,DSO,349.389
2017-01-01,East,Wind,TSO,491.4
2017-01-01,East,Wind,TSO,34.0
2017-01-01,North,Wind,DSO,340.498
2017-01-01,North,Wind,TSO,356.9
2017-01-01,South,Wind,DSO,1093.551
2017-01-01,South,Wind,TSO,999.85
2017-01-01,South,Wind,TSO,28.8
2017-01-01,West,Wind,DSO,441.118
2017-01-01,West,Wind,TSO,720.0
2017-01-01,West,Wind,TSO,83.0
2017-01-01,East,Solar,DSO,106.609
2017-01-01,East,Solar,TSO,520.6
2017-01-01,South,Solar,DSO,22.97
2017-01-01,South,Solar,TSO,87.0
2017-01-01,West,Solar,DSO,9.2
2017-02-01,East,Wind,DSO,349.389
2017-02-01,East,Wind,TSO,491.4
2017-02-01,East,Wind,TSO,34.0
2017-02-01,North,Wind,DSO,340.498
2017-02-01,North,Wind,TSO,356.9
2017-02-01,South,Wind,DSO,1093.551
2017-02-01,South,Wind,TSO,999.85
2017-02-01,South,Wind,TSO,28.8
2017-02-01,West,Wind,DSO,441.118
2017-02-01,West,Wind,TSO,720.0
2017-02-01,West,Wind,TSO,83.0
2017-02-01,East,Solar,DSO,106.609
2017-02-01,East,Solar,TSO,520.6
2017-02-01,South,Solar,DSO,22.97
2017-02-01,South,Solar,TSO,87.0
2017-02-01,West,Solar,DSO,9.2
2017-03-01,East,Wind,DSO,349.389
2017-03-01,East,Wind,TSO,491.4
2017-03-01,East,Wind,TSO,34.0
2017-03-01,North,Wind,DSO,340.498
2017-03-01,North,Wind,TSO,356.9
2017-03-01,South,Wind,DSO,1093.551
2017-03-01,South,Wind,TSO,999.85
2017-03-01,South,Wind,TSO,28.8
2017-03-01,West,Wind,DSO,441.118
2017-03-01,West,Wind,TSO,720.0
2017-03-01,West,Wind,TSO,83.0
2017-03-01,East,Solar,DSO,106.609
2017-03-01,East,Solar,TSO,520.6
2017-03-01,South,Solar,DSO,22.97
2017-03-01,South,Solar,TSO,87.0
2017-03-01,West,Solar,DSO,9.2
2017-04-01,East,Wind,DSO,349.389
2017-04-01,East,Wind,TSO,491.4
2017-04-01,East,Wind,TSO,34.0
2017-04-01,North,Wind,DSO,340.498
2017-04-01,North,Wind,TSO,356.9
2017-04-01,South,Wind,DSO,1093.551
2017-04-01,South,Wind,TSO,999.85
2017-04-01,South,Wind,TSO,28.8
2017-04-01,West,Wind,DSO,441.118
2017-04-01,West,Wind,TSO,720.0
2017-04-01,West,Wind,TSO,83.0
2017-04-01,East,Solar,DSO,106.609
2017-04-01,East,Solar,TSO,520.6
2017-04-01,South,Solar,DSO,22.97
2017-04-01,South,Solar,TSO,87.0
2017-04-01,West,Solar,DSO,9.2
2017-05-01,East,Wind,DSO,349.389
2017-05-01,East,Wind,TSO,491.4
2017-05-01,East,Wind,TSO,34.0
2017-05-01,North,Wind,DSO,340.498
2017-05-01,North,Wind,TSO,356.9
2017-05-01,South,Wind,DSO,1093.551
2017-05-01,South,Wind,TSO,999.85
2017-05-01,South,Wind,TSO,28.8
2017-05-01,West,Wind,DSO,441.118
2017-05-01,West,Wind,TSO,720.0
2017-05-01,West,Wind,TSO,83.0
2017-05-01,East,Solar,DSO,106.609
2017-05-01,East,Solar,TSO,520.6
2017-05-01,South,Solar,DSO,22.97
2017-05-01,South,Solar,TSO,87.0
2017-05-01,West,Solar,DSO,9.2
2017-06-01,East,Wind,DSO,349.389
2017-06-01,East,Wind,TSO,491.4
2017-06-01,East,Wind,TSO,34.0
2017-06-01,North,Wind,DSO,340.498
2017-06-01,North,Wind,TSO,356.9
2017-06-01,South,Wind,DSO,1093.551
2017-06-01,South,Wind,TSO,999.85
2017-06-01,South,Wind,TSO,28.8
2017-06-01,West,Wind,DSO,441.118
2017-06-01,West,Wind,TSO,720.0
2017-06-01,West,Wind,TSO,83.0
2017-06-01,East,Solar,DSO,106.609
2017-06-01,East,Solar,TSO,520.6
2017-06-01,South,Solar,DSO,22.97
2017-06-01,South,Solar,TSO,87.0
2017-06-01,West,Solar,DSO,9.2
2017-07-01,East,Wind,DSO,349.389
2017-07-01,East,Wind,TSO,491.4
2017-07-01,East,Wind,TSO,34.0
2017-07-01,North,Wind,DSO,340.498
2017-07-01,North,Wind,TSO,356.9
2017-07-01,South,Wind,DSO,1093.551
2017-07-01,South,Wind,TSO,999.85
2017-07-01,South,Wind,TSO,28.8
2017-07-01,West,Wind,DSO,441.118
2017-07-01,West,Wind,TSO,720.0
2017-07-01,West,Wind,TSO,83.0
2017-07-01,East,Solar,DSO,106.609
2017-07-01,East,Solar,TSO,520.6
2017-07-01,South,Solar,DSO,22.97
2017-07-01,South,Solar,TSO,87.0
2017-07-01,West,Solar,DSO,9.2
2017-08-01,East,Wind,DSO,349.389
2017-08-01,East,Wind,TSO,491.4
2017-08-01,East,Wind,TSO,34.0
2017-08-01,North,Wind,DSO,340.498
2017-08-01,North,Wind,TSO,356.9
2017-08-01,South,Wind,DSO,1093.551
2017-08-01,South,Wind,TSO,999.85
2017-08-01,South,Wind,TSO,28.8
2017-08-01,West,Wind,DSO,441.118
2017-08-01,West,Wind,TSO,720.0
2017-08-01,West,Wind,TSO,83.0
2017-08-01,East,Solar,DSO,106.609
2017-08-01,East,Solar,TSO,520.6
2017-08-01,South,Solar,DSO,22.97
2017-08-01,South,Solar,TSO,87.0
2017-08-01,West,Solar,DSO,9.2
2017-09-01,East,Wind,DSO,349.389
2017-09-01,East,Wind,TSO,491.4
2017-09-01,East,Wind,TSO,34.0
2017-09-01,North,Wind,DSO,340.498
2017-09-01,North,Wind,TSO,356.9
2017-09-01,South,Wind,DSO,1093.551
2017-09-01,South,Wind,TSO,999.85
2017-09-01,South,Wind,TSO,28.8
2017-09-01,West,Wind,DSO,441.118
2017-09-01,West,Wind,TSO,720.0
2017-09-01,West,Wind,TSO,83.0
2017-09-01,East,Solar,DSO,106.609
2017-09-01,East,Solar,TSO,520.6
2017-09-01,South,Solar,DSO,22.97
2017-09-01,South,Solar,TSO,87.0
2017-09-01,West,Solar,DSO,9.2
2017-10-01,East,Wind,DSO,349.389
2017-10-01,East,Wind,TSO,491.4
2017-10-01,East,Wind,TSO,34.0
2017-10-01,North,Wind,DSO,340.498
2017-10-01,North,Wind,TSO,356.9
2017-10-01,South,Wind,DSO,1093.551
2017-10-01,South,Wind,TSO,999.85
2017-10-01,South,Wind,TSO,28.8
2017-10-01,West,Wind,DSO,441.118
2017-10-01,West,Wind,TSO,720.0
2017-10-01,West,Wind,TSO,83.0
2017-10-01,East,Solar,DSO,106.609
2017-10-01,East,Solar,TSO,520.6
2017-10-01,South,Solar,DSO,22.97
2017-10-01,South,Solar,TSO,87.0
2017-10-01,West,Solar,DSO,9.2
2017-11-01,East,Wind,DSO,349.389
2017-11-01,East,Wind,TSO,491.4
2017-11-01,East,Wind,TSO,34.0
2017-11-01,North,Wind,DSO,340.498
2017-11-01,North,Wind,TSO,356.9
2017-11-01,South,Wind,DSO,1093.551
2017-11-01,South,Wind,TSO,999.85
2017-11-01,South,Wind,TSO,28.8
2017-11-01,West,Wind,DSO,441.118
2017-11-01,West,Wind,TSO,720.0
2017-11-01,West,Wind,TSO,83.0
2017-11-01,East,Solar,DSO,106.609
2017-11-01,East,Solar,TSO,520.6
2017-11-01,South,Solar,DSO,22.97
2017-11-01,South,Solar,TSO,87.0
2017-11-01,West,Solar,DSO,9.2
2017-12-01,East,Wind,DSO,349.389
2017-12-01,East,Wind,TSO,491.4
2017-12-01,East,Wind,TSO,34.0
2017-12-01,North,Wind,DSO,340.498
2017-12-01,North,Wind,TSO,356.9
2017-12-01,South,Wind,DSO,1093.551
2017-12-01,South,Wind,TSO,999.85
2017-12-01,South,Wind,TSO,28.8
2017-12-01,West,Wind,DSO,441.118
2017-12-01,West,Wind,TSO,720.0
2017-12-01,West,Wind,TSO,83.0
2017-12-01,East,Solar,DSO,106.609
2017-12-01,East,Solar,TSO,520.6
2017-12-01,South,Solar,DSO,22.97
2017-12-01,South,Solar,TSO,87.0
2017-12-01,West,Solar,DSO,9.2
2018-01-01,East,Wind,DSO,349.389
2018-01-01,East,Wind,TSO,491.4
2018-01-01,East,Wind,TSO,34.0
2018-01-01,North,Wind,DSO,340.498
2018-01-01,North,Wind,TSO,356.9
2018-01-01,South,Wind,DSO,1093.551
2018-01-01,South,Wind,TSO,999.85
2018-01-01,South,Wind,TSO,28.8
2018-01-01,West,Wind,DSO,441.118
2018-01-01,West,Wind,TSO,720.0
2018-01-01,West,Wind,TSO,83.0
2018-01-01,East,Solar,DSO,106.609
2018-01-01,East,Solar,TSO,520.6
2018-01-01,South,Solar,DSO,22.97
2018-01-01,South,Solar,TSO,87.0
2018-01-01,West,Solar,DSO,9.2
2018-02-01,East,Wind,DSO,349.389
2018-02-01,East,Wind,TSO,491.4
2018-02-01,East,Wind,TSO,34.0
2018-02-01,North,Wind,DSO,340.498
2018-02-01,North,Wind,TSO,356.9
2018-02-01,South,Wind,DSO,1093.551
2018-02-01,South,Wind,TSO,999.85
2018-02-01,South,Wind,TSO,28.8
2018-02-01,West,Wind,DSO,441.118
2018-02-01,West,Wind,TSO,720.0
2018-02-01,West,Wind,TSO,83.0
2018-02-01,East,Solar,DSO,106.609
2018-02-01,East,Solar,TSO,520.6
2018-02-01,South,Solar,DSO,22.97
2018-02-01,South,Solar,TSO,87.0
2018-02-01,West,Solar,DSO,9.2
2018-03-01,East,Wind,DSO,349.389
2018-03-01,East,Wind,TSO,491.4
2018-03-01,East,Wind,TSO,34.0
2018-03-01,North,Wind,DSO,340.498
2018-03-01,North,Wind,TSO,356.9
2018-03-01,South,Wind,DSO,1093.551
2018-03-01,South,Wind,TSO,999.85
2018-03-01,South,Wind,TSO,28.8
2018-03-01,West,Wind,DSO,441.118
2018-03-01,West,Wind,TSO,720.0
2018-03-01,West,Wind,TSO,83.0
2018-03-01,East,Solar,DSO,106.609
2018-03-01,East,Solar,TSO,520.6
2018-03-01,South,Solar,DSO,22.97
2018-03-01,South,Solar,TSO,87.0
2018-03-01,West,Solar,DSO,9.2
2018-04-01,East,Wind,DSO,349.389
2018-04-01,East,Wind,TSO,491.4
2018-04-01,East,Wind,TSO,34.0
2018-04-01,North,Wind,DSO,340.498
2018-04-01,North,Wind,TSO,356.9
2018-04-01,South,Wind,DSO,1093.551
2018-04-01,South,Wind,TSO,999.85
2018-04-01,South,Wind,TSO,28.8
2018-04-01,West,Wind,DSO,441.118
2018-04-01,West,Wind,TSO,720.0
2018-04-01,West,Wind,TSO,83.0
2018-04-01,East,Solar,DSO,106.609
2018-04-01,East,Solar,TSO,520.6
2018-04-01,South,Solar,DSO,22.97
2018-04-01,South,Solar,TSO,87.0
2018-04-01,West,Solar,DSO,9.2
2018-05-01,East,Wind,DSO,349.389
2018-05-01,East,Wind,TSO,491.4
2018-05-01,East,Wind,TSO,34.0
2018-05-01,North,Wind,DSO,340.498
2018-05-01,North,Wind,TSO,356.9
2018-05-01,South,Wind,DSO,1093.551
2018-05-01,South,Wind,TSO,999.85
2018-05-01,South,Wind,TSO,28.8
2018-05-01,West,Wind,DSO,441.118
2018-05-01,West,Wind,TSO,720.0
2018-05-01,West,Wind,TSO,83.0
2018-05-01,East,Solar,DSO,106.609
2018-05-01,East,Solar,TSO,520.6
2018-05-01,South,Solar,DSO,22.97
2018-05-01,South,Solar,TSO,87.0
2018-05-01,West,Solar,DSO,9.2
2018-06-01,East,Wind,DSO,349.389
2018-06-01,East,Wind,TSO,491.4
2018-06-01,East,Wind,TSO,34.0
2018-06-01,North,Wind,DSO,340.498
2018-06-01,North,Wind,TSO,356.9
2018-06-01,South,Wind,DSO,1093.551
2018-06-01,South,Wind,TSO,999.85
2018-06-01,South,Wind,TSO,28.8
2018-06-01,West,Wind,DSO,441.118
2018-06-01,West,Wind,TSO,720.0
2018-06-01,West,Wind,TSO,83.0
2018-06-01,East,Solar,DSO,106.609
2018-06-01,East,Solar,TSO,520.6
2018-06-01,South,Solar,DSO,22.97
2018-06-01,South,Solar,TSO,87.0
2018-06-01,West,Solar,DSO,9.2
2018-07-01,East,Wind,DSO,349.389
2018-07-01,East,Wind,TSO,491.4
2018-07-01,East,Wind,TSO,34.0
2018-07-01,North,Wind,DSO,340.498
2018-07-01,North,Wind,TSO,356.9
2018-07-01,South,Wind,DSO,1093.551
2018-07-01,South,Wind,TSO,999.85
2018-07-01,South,Wind,TSO,28.8
2018-07-01,West,Wind,DSO,441.118
2018-07-01,West,Wind,TSO,720.0
2018-07-01,West,Wind,TSO,83.0
2018-07-01,East,Solar,DSO,106.609
2018-07-01,East,Solar,TSO,520.6
2018-07-01,South,Solar,DSO,22.97
2018-07-01,South,Solar,TSO,87.0
2018-07-01,West,Solar,DSO,9.2
2018-08-01,East,Wind,DSO,349.389
2018-08-01,East,Wind,TSO,491.4
2018-08-01,East,Wind,TSO,34.0
2018-08-01,North,Wind,DSO,340.498
2018-08-01,North,Wind,TSO,356.9
2018-08-01,South,Wind,DSO,1093.551
2018-08-01,South,Wind,TSO,999.85
2018-08-01,South,Wind,TSO,28.8
2018-08-01,West,Wind,DSO,441.118
2018-08-01,West,Wind,TSO,720.0
2018-08-01,West,Wind,TSO,83.0
2018-08-01,East,Solar,DSO,106.609
2018-08-01,East,Solar,TSO,520.6
2018-08-01,South,Solar,DSO,22.97
2018-08-01,South,Solar,TSO,87.0
2018-08-01,West,Solar,DSO,9.2
2018-09-01,East,Wind,DSO,349.389
2018-09-01,East,Wind,TSO,491.4
2018-09-01,East,Wind,TSO,34.0
2018-09-01,North,Wind,DSO,340.498
2018-09-01,North,Wind,TSO,356.9
2018-09-01,South,Wind,DSO,1093.551
2018-09-01,South,Wind,TSO,999.85
2018-09-01,South,Wind,TSO,28.8
2018-09-01,West,Wind,DSO,441.118
2018-09-01,West,Wind,TSO,720.0
2018-09-01,West,Wind,TSO,83.0
2018-09-01,East,Solar,DSO,106.609
2018-09-01,East,Solar,TSO,520.6
2018-09-01,South,Solar,DSO,22.97
2018-09-01,South,Solar,TSO,87.0
2018-09-01,West,Solar,DSO,9.2
2018-10-01,East,Wind,DSO,349.389
2018-10-01,East,Wind,TSO,491.4
2018-10-01,East,Wind,TSO,34.0
2018-10-01,North,Wind,DSO,340.498
2018-10-01,North,Wind,TSO,356.9
2018-10-01,South,Wind,DSO,1093.551
2018-10-01,South,Wind,TSO,999.85
2018-10-01,South,Wind,TSO,28.8
2018-10-01,West,Wind,DSO,441.118
2018-10-01,West,Wind,TSO,720.0
2018-10-01,West,Wind,TSO,83.0
2018-10-01,East,Solar,DSO,106.609
2018-10-01,East,Solar,TSO,520.6
2018-10-01,South,Solar,DSO,22.97
2018-10-01,South,Solar,TSO,87.0
2018-10-01,West,Solar,DSO,9.2
2018-11-01,East,Wind,DSO,349.389
2018-11-01,East,Wind,TSO,491.4
2018-11-01,East,Wind,TSO,34.0
2018-11-01,North,Wind,DSO,340.498
2018-11-01,North,Wind,TSO,356.9
2018-11-01,South,Wind,DSO,1093.551
2018-11-01,South,Wind,TSO,999.85
2018-11-01,South,Wind,TSO,28.8
2018-11-01,West,Wind,DSO,441.118
2018-11-01,West,Wind,TSO,720.0
2018-11-01,West,Wind,TSO,83.0
2018-11-01,East,Solar,DSO,106.609
2018-11-01,East,Solar,TSO,520.6
2018-11-01,South,Solar,DSO,22.97
2018-11-01,South,Solar,TSO,87.0
2018-11-01,West,Solar,DSO,9.2
2018-12-01,East,Wind,DSO,349.389
2018-12-01,East,Wind,TSO,491.4
2018-12-01,East,Wind,TSO,34.0
2018-12-01,North,Wind,DSO,340.498
2018-12-01,North,Wind,TSO,356.9
2018-12-01,South,Wind,DSO,1093.551
2018-12-01,South,Wind,TSO,999.85
2018-12-01,South,Wind,TSO,28.8
2018-12-01,West,Wind,DSO,441.118
2018-12-01,West,Wind,TSO,720.0
2018-12-01,West,Wind,TSO,83.0
2018-12-01,East,Solar,DSO,106.609
2018-12-01,East,Solar,TSO,520.6
2018-12-01,South,Solar,DSO,22.97
