Date,Zone,Type,Connection_Type,Installed_MW
2018-12-01,South,Solar,TSO,87.0
2018-12-01,West,Solar,DSO,9.2
2019-01-01,East,Wind,DSO,349.389
2019-01-01,East,Wind,TSO,491.4
2019-01-01,East,Wind,TSO,34.0
2019-01-01,North,Wind,DSO,340.498
2019-01-01,North,Wind,TSO,356.9
2019-01-01,South,Wind,DSO,1093.551
2019-01-01,South,Wind,TSO,999.85
2019-01-01,South,Wind,TSO,28.8
2019-01-01,West,Wind,DSO,441.118
2019-01-01,West,Wind,TSO,720.0
2019-01-01,West,Wind,TSO,83.0
2019-01-01,East,Solar,DSO,106.609
2019-01-01,East,Solar,TSO,520.6
2019-01-01,South,Solar,DSO,22.97
2019-01-01,South,Solar,TSO,87.0
2019-01-01,West,Solar,DSO,9.2
2019-02-01,East,Wind,DSO,349.389
2019-02-01,East,Wind,TSO,491.4
2019-02-01,East,Wind,TSO,34.0
2019-02-01,North,Wind,DSO,340.498
2019-02-01,North,Wind,TSO,356.9
2019-02-01,South,Wind,DSO,1093.551
2019-02-01,South,Wind,TSO,999.85
2019-02-01,South,Wind,TSO,28.8
2019-02-01,West,Wind,DSO,441.118
2019-02-01,West,Wind,TSO,720.0
2019-02-01,West,Wind,TSO,83.0
2019-02-01,East,Solar,DSO,106.609
2019-02-01,East,Solar,TSO,520.6
2019-02-01,South,Solar,DSO,22.97
2019-02-01,South,Solar,TSO,87.0
2019-02-01,West,Solar,DSO,9.2
2019-03-01,East,Wind,DSO,349.389
2019-03-01,East,Wind,TSO,491.4
2019-03-01,East,Wind,TSO,34.0
2019-03-01,North,Wind,DSO,340.498
2019-03-01,North,Wind,TSO,356.9
2019-03-01,South,Wind,DSO,1093.551
2019-03-01,South,Wind,TSO,999.85
2019-03-01,South,Wind,TSO,28.8
2019-03-01,West,Wind,DSO,441.118
2019-03-01,West,Wind,TSO,720.0
2019-03-01,West,Wind,TSO,83.0
2019-03-01,East,Solar,DSO,106.609
2019-03-01,East,Solar,TSO,520.6
2019-03-01,South,Solar,DSO,22.97
2019-03-01,South,Solar,TSO,87.0
2019-03-01,West,Solar,DSO,9.2
2019-04-01,East,Wind,DSO,349.389
2019-04-01,East,Wind,TSO,491.4
2019-04-01,East,Wind,TSO,34.0
2019-04-01,North,Wind,DSO,340.498
2019-04-01,North,Wind,TSO,356.9
2019-04-01,South,Wind,DSO,1093.551
2019-04-01,South,Wind,TSO,999.85
2019-04-01,South,Wind,TSO,28.8
2019-04-01,West,Wind,DSO,441.118
2019-04-01,West,Wind,TSO,720.0
2019-04-01,West,Wind,TSO,83.0
2019-04-01,East,Solar,DSO,106.609
2019-04-01,East,Solar,TSO,520.6
2019-04-01,South,Solar,DSO,22.97
2019-04-01,South,Solar,TSO,87.0
2019-04-01,West,Solar,DSO,9.2
2019-05-01,East,Wind,DSO,349.389
2019-05-01,East,Wind,TSO,491.4
2019-05-01,East,Wind,TSO,34.0
2019-05-01,North,Wind,DSO,340.498
2019-05-01,North,Wind,TSO,356.9
2019-05-01,South,Wind,DSO,1093.551
2019-05-01,South,Wind,TSO,999.85
2019-05-01,South,Wind,TSO,28.8
2019-05-01,West,Wind,DSO,441.118
2019-05-01,West,Wind,TSO,720.0
2019-05-01,West,Wind,TSO,83.0
2019-05-01,East,Solar,DSO,106.609
2019-05-01,East,Solar,TSO,520.6
2019-05-01,South,Solar,DSO,22.97
2019-05-01,South,Solar,TSO,87.0
2019-05-01,West,Solar,DSO,9.2
2019-06-01,East,Wind,DSO,349.389
2019-06-01,East,Wind,TSO,491.4
2019-06-01,East,Wind,TSO,34.0
2019-06-01,North,Wind,DSO,340.498
2019-06-01,North,Wind,TSO,356.9
2019-06-01,South,Wind,DSO,1093.551
2019-06-01,South,Wind,TSO,999.85
2019-06-01,South,Wind,TSO,28.8
2019-06-01,West,Wind,DSO,441.118
2019-06-01,West,Wind,TSO,720.0
2019-06-01,West,Wind,TSO,83.0
2019-06-01,East,Solar,DSO,106.609
2019-06-01,East,Solar,TSO,520.6
2019-06-01,South,Solar,DSO,22.97
2019-06-01,South,Solar,TSO,87.0
2019-06-01,West,Solar,DSO,9.2
2019-07-01,East,Wind,DSO,349.389
2019-07-01,East,Wind,TSO,491.4
2019-07-01,East,Wind,TSO,34.0
2019-07-01,North,Wind,DSO,340.498
2019-07-01,North,Wind,TSO,356.9
2019-07-01,South,Wind,DSO,1093.551
2019-07-01,South,Wind,TSO,999.85
2019-07-01,South,Wind,TSO,28.8
2019-07-01,West,Wind,DSO,441.118
2019-07-01,West,Wind,TSO,720.0
2019-07-01,West,Wind,TSO,83.0
2019-07-01,East,Solar,DSO,106.609
2019-07-01,East,Solar,TSO,520.6
2019-07-01,South,Solar,DSO,22.97
2019-07-01,South,Solar,TSO,87.0
2019-07-01,West,Solar,DSO,9.2
2019-08-01,East,Wind,DSO,349.389
2019-08-01,East,Wind,TSO,491.4
2019-08-01,East,Wind,TSO,34.0
2019-08-01,North,Wind,DSO,340.498
2019-08-01,North,Wind,TSO,356.9
2019-08-01,South,Wind,DSO,1093.551
2019-08-01,South,Wind,TSO,999.85
2019-08-01,South,Wind,TSO,28.8
2019-08-01,West,Wind,DSO,441.118
2019-08-01,West,Wind,TSO,720.0
2019-08-01,West,Wind,TSO,83.0
2019-08-01,East,Solar,DSO,106.609
2019-08-01,East,Solar,TSO,520.6
2019-08-01,South,Solar,DSO,22.97
2019-08-01,South,Solar,TSO,87.0
2019-08-01,West,Solar,DSO,9.2
2019-09-01,East,Wind,DSO,349.389
2019-09-01,East,Wind,TSO,491.4
2019-09-01,East,Wind,TSO,34.0
2019-09-01,North,Wind,DSO,340.498
2019-09-01,North,Wind,TSO,356.9
2019-09-01,South,Wind,DSO,1093.551
2019-09-01,South,Wind,TSO,999.85
2019-09-01,South,Wind,TSO,28.8
2019-09-01,West,Wind,DSO,441.118
2019-09-01,West,Wind,TSO,720.0
2019-09-01,West,Wind,TSO,83.0
2019-09-01,East,Solar,DSO,106.609
2019-09-01,East,Solar,TSO,520.6
2019-09-01,South,Solar,DSO,22.97
2019-09-01,South,Solar,TSO,87.0
2019-09-01,West,Solar,DSO,9.2
2019-10-01,East,Wind,DSO,349.389
2019-10-01,East,Wind,TSO,491.4
2019-10-01,East,Wind,TSO,34.0
2019-10-01,North,Wind,DSO,340.498
2019-10-01,North,Wind,TSO,356.9
2019-10-01,South,Wind,DSO,1093.551
2019-10-01,South,Wind,TSO,999.85
2019-10-01,South,Wind,TSO,28.8
2019-10-01,West,Wind,DSO,441.118
2019-10-01,West,Wind,TSO,720.0
2019-10-01,West,Wind,TSO,83.0
2019-10-01,East,Solar,DSO,106.609
2019-10-01,East,Solar,TSO,520.6
2019-10-01,South,Solar,DSO,22.97
2019-10-01,South,Solar,TSO,87.0
2019-10-01,West,Solar,DSO,9.2
2019-11-01,East,Wind,DSO,349.389
2019-11-01,East,Wind,TSO,491.4
2019-11-01,East,Wind,TSO,34.0
2019-11-01,North,Wind,DSO,340.498
2019-11-01,North,Wind,TSO,356.9
2019-11-01,South,Wind,DSO,1093.551
2019-11-01,South,Wind,TSO,999.85
2019-11-01,South,Wind,TSO,28.8
2019-11-01,West,Wind,DSO,441.118
2019-11-01,West,Wind,TSO,720.0
2019-11-01,West,Wind,TSO,83.0
2019-11-01,East,Solar,DSO,106.609
2019-11-01,East,Solar,TSO,520.6
2019-11-01,South,Solar,DSO,22.97
2019-11-01,South,Solar,TSO,87.0
2019-11-01,West,Solar,DSO,9.2
2019-12-01,East,Wind,DSO,349.389
2019-12-01,East,Wind,TSO,491.4
2019-12-01,East,Wind,TSO,34.0
2019-12-01,North,Wind,DSO,340.498
2019-12-01,North,Wind,TSO,356.9
2019-12-01,South,Wind,DSO,1093.551
2019-12-01,South,Wind,TSO,999.85
2019-12-01,South,Wind,TSO,28.8
2019-12-01,West,Wind,DSO,441.118
2019-12-01,West,Wind,TSO,720.0
2019-12-01,West,Wind,TSO,83.0
2019-12-01,East,Solar,DSO,106.609
2019-12-01,East,Solar,TSO,520.6
2019-12-01,South,Solar,DSO,22.97
2019-12-01,South,Solar,TSO,87.0
2019-12-01,West,Solar,DSO,9.2
2020-01-01,East,Wind,DSO,349.389
2020-01-01,East,Wind,TSO,491.4
2020-01-01,East,Wind,TSO,34.0
2020-01-01,North,Wind,DSO,340.498
2020-01-01,North,Wind,TSO,356.9
2020-01-01,South,Wind,DSO,1093.551
2020-01-01,South,Wind,TSO,999.85
2020-01-01,South,Wind,TSO,28.8
2020-01-01,West,Wind,DSO,441.118
2020-01-01,West,Wind,TSO,720.0
2020-01-01,West,Wind,TSO,83.0
2020-01-01,East,Solar,DSO,106.609
2020-01-01,East,Solar,TSO,520.6
2020-01-01,South,Solar,DSO,22.97
2020-01-01,South,Solar,TSO,87.0
2020-01-01,West,Solar,DSO,9.2
2020-02-01,East,Wind,DSO,349.389
2020-02-01,East,Wind,TSO,491.4
2020-02-01,East,Wind,TSO,34.0
2020-02-01,North,Wind,DSO,340.498
2020-02-01,North,Wind,TSO,356.9
2020-02-01,South,Wind,DSO,1093.551
2020-02-01,South,Wind,TSO,999.85
2020-02-01,South,Wind,TSO,28.8
2020-02-01,West,Wind,DSO,441.118
2020-02-01,West,Wind,TSO,720.0
2020-02-01,West,Wind,TSO,83.0
2020-02-01,East,Solar,DSO,106.609
2020-02-01,East,Solar,TSO,520.6
2020-02-01,South,Solar,DSO,22.97
2020-02-01,South,Solar,TSO,87.0
2020-02-01,West,Solar,DSO,9.2
2020-03-01,East,Wind,DSO,349.389
2020-03-01,East,Wind,TSO,491.4
2020-03-01,East,Wind,TSO,34.0
2020-03-01,North,Wind,DSO,340.498
2020-03-01,North,Wind,TSO,356.9
2020-03-01,South,Wind,DSO,1093.551
2020-03-01,South,Wind,TSO,999.85
2020-03-01,South,Wind,TSO,28.8
2020-03-01,West,Wind,DSO,441.118
2020-03-01,West,Wind,TSO,720.0
2020-03-01,West,Wind,TSO,83.0
2020-03-01,East,Solar,DSO,106.609
2020-03-01,East,Solar,TSO,520.6
2020-03-01,South,Solar,DSO,22.97
2020-03-01,South,Solar,TSO,87.0
2020-03-01,West,Solar,DSO,9.2
2020-04-01,East,Wind,DSO,349.389
2020-04-01,East,Wind,TSO,491.4
2020-04-01,East,Wind,TSO,34.0
2020-04-01,North,Wind,DSO,340.498
2020-04-01,North,Wind,TSO,356.9
2020-04-01,South,Wind,DSO,1093.551
2020-04-01,South,Wind,TSO,999.85
2020-04-01,South,Wind,TSO,28.8
2020-04-01,West,Wind,DSO,441.118
2020-04-01,West,Wind,TSO,720.0
2020-04-01,West,Wind,TSO,83.0
2020-04-01,East,Solar,DSO,106.609
2020-04-01,East,Solar,TSO,520.6
2020-04-01,South,Solar,DSO,22.97
2020-04-01,South,Solar,TSO,87.0
2020-04-01,West,Solar,DSO,9.2
2020-05-01,East,Wind,DSO,349.389
2020-05-01,East,Wind,TSO,491.4
2020-05-01,East,Wind,TSO,34.0
2020-05-01,North,Wind,DSO,340.498
2020-05-01,North,Wind,TSO,356.9
2020-05-01,South,Wind,DSO,1093.551
2020-05-01,South,Wind,TSO,999.85
2020-05-01,South,Wind,TSO,28.8
2020-05-01,West,Wind,DSO,441.118
2020-05-01,West,Wind,TSO,720.0
2020-05-01,West,Wind,TSO,83.0
2020-05-01,East,Solar,DSO,106.609
2020-05-01,East,Solar,TSO,520.6
2020-05-01,South,Solar,DSO,22.97
2020-05-01,South,Solar,TSO,87.0
2020-05-01,West,Solar,DSO,9.2
2020-06-01,East,Wind,DSO,349.389
2020-06-01,East,Wind,TSO,491.4
2020-06-01,East,Wind,TSO,34.0
2020-06-01,North,Wind,DSO,340.498
2020-06-01,North,Wind,TSO,356.9
2020-06-01,South,Wind,DSO,1093.551
2020-06-01,South,Wind,TSO,999.85
2020-06-01,South,Wind,TSO,28.8
2020-06-01,West,Wind,DSO,441.118
2020-06-01,West,Wind,TSO,720.0
2020-06-01,West,Wind,TSO,83.0
2020-06-01,East,Solar,DSO,106.609
2020-06-01,East,Solar,TSO,520.6
2020-06-01,South,Solar,DSO,22.97
2020-06-01,South,Solar,TSO,87.0
2020-06-01,West,Solar,DSO,9.2
2020-07-01,East,Wind,DSO,349.389
2020-07-01,East,Wind,TSO,491.4
2020-07-01,East,Wind,TSO,34.0
2020-07-01,North,Wind,DSO,340.498
2020-07-01,North,Wind,TSO,356.9
2020-07-01,South,Wind,DSO,1093.551
2020-07-01,South,Wind,TSO,999.85
2020-07-01,South,Wind,TSO,28.8
2020-07-01,West,Wind,DSO,441.118
2020-07-01,West,Wind,TSO,720.0
2020-07-01,West,Wind,TSO,83.0
2020-07-01,East,Solar,DSO,106.609
2020-07-01,East,Solar,TSO,520.6
2020-07-01,South,Solar,DSO,22.97
2020-07-01,South,Solar,TSO,87.0
2020-07-01,West,Solar,DSO,9.2
2020-08-01,East,Wind,DSO,349.389
2020-08-01,East,Wind,TSO,491.4
2020-08-01,East,Wind,TSO,34.0
2020-08-01,North,Wind,DSO,340.498
2020-08-01,North,Wind,TSO,356.9
2020-08-01,South,Wind,DSO,1093.551
2020-08-01,South,Wind,TSO,999.85
2020-08-01,South,Wind,TSO,28.8
2020-08-01,West,Wind,DSO,441.118
2020-08-01,West,Wind,TSO,720.0
2020-08-01,West,Wind,TSO,83.0
2020-08-01,East,Solar,DSO,106.609
2020-08-01,East,Solar,TSO,520.6
2020-08-01,South,Solar,DSO,22.97
2020-08-01,South,Solar,TSO,87.0
2020-08-01,West,Solar,DSO,9.2
2020-09-01,East,Wind,DSO,349.389
2020-09-01,East,Wind,TSO,491.4
2020-09-01,East,Wind,TSO,34.0
2020-09-01,North,Wind,DSO,340.498
2020-09-01,North,Wind,TSO,356.9
2020-09-01,South,Wind,DSO,1093.551
2020-09-01,South,Wind,TSO,999.85
2020-09-01,South,Wind,TSO,28.8
2020-09-01,West,Wind,DSO,441.118
2020-09-01,West,Wind,TSO,720.0
2020-09-01,West,Wind,TSO,83.0
2020-09-01,East,Solar,DSO,106.609
2020-09-01,East,Solar,TSO,520.6
2020-09-01,South,Solar,DSO,22.97
2020-09-01,South,Solar,TSO,87.0
2020-09-01,West,Solar,DSO,9.2
2020-10-01,East,Wind,DSO,349.389
2020-10-01,East,Wind,TSO,491.4
2020-10-01,East,Wind,TSO,34.0
2020-10-01,North,Wind,DSO,340.498
2020-10-01,North,Wind,TSO,356.9
2020-10-01,South,Wind,DSO,1093.551
2020-10-01,South,Wind,TSO,999.85
2020-10-01,South,Wind,TSO,28.8
2020-10-01,West,Wind,DSO,441.118
2020-10-01,West,Wind,TSO,720.0
2020-10-01,West,Wind,TSO,83.0
2020-10-01,East,Solar,DSO,106.609
2020-10-01,East,Solar,TSO,520.6
2020-10-01,South,Solar,DSO,22.97
2020-10-01,South,Solar,TSO,87.0
2020-10-01,West,Solar,DSO,9.2
2020-11-01,East,Wind,DSO,349.389
2020-11-01,East,Wind,TSO,491.4
2020-11-01,East,Wind,TSO,34.0
2020-11-01,North,Wind,DSO,340.498
2020-11-01,North,Wind,TSO,356.9
2020-11-01,South,Wind,DSO,1093.551
2020-11-01,South,Wind,TSO,999.85
2020-11-01,South,Wind,TSO,28.8
2020-11-01,West,Wind,DSO,441.118
2020-11-01,West,Wind,TSO,720.0
2020-11-01,West,Wind,TSO,83.0
2020-11-01,East,Solar,DSO,106.609
2020-11-01,East,Solar,TSO,520.6
2020-11-01,South,Solar,DSO,22.97
2020-11-01,South,Solar,TSO,87.0
2020-11-01,West,Solar,DSO,9.2
2020-12-01,East,Wind,DSO,349.389
2020-12-01,East,Wind,TSO,491.4
2020-12-01,East,Wind,TSO,34.0
2020-12-01,North,Wind,DSO,340.498
2020-12-01,North,Wind,TSO,356.9
2020-12-01,South,Wind,DSO,1093.551
2020-12-01,South,Wind,TSO,999.85
2020-12-01,South,Wind,TSO,28.8
2020-12-01,West,Wind,DSO,441.118
2020-12-01,West,Wind,TSO,720.0
2020-12-01,West,Wind,TSO,83.0
2020-12-01,East,Solar,DSO,106.609
2020-12-01,East,Solar,TSO,520.6
2020-12-01,South,Solar,DSO,22.97
2020-12-01,South,Solar,TSO,87.0
2020-12-01,West,Solar,DSO,9.2
2021-01-01,East,Wind,DSO,349.389
2021-01-01,East,Wind,TSO,491.4
2021-01-01,East,Wind,TSO,34.0
2021-01-01,North,Wind,DSO,340.498
2021-01-01,North,Wind,TSO,356.9
2021-01-01,South,Wind,DSO,1093.551
2021-01-01,South,Wind,TSO,999.85
2021-01-01,South,Wind,TSO,28.8
2021-01-01,West,Wind,DSO,441.118
2021-01-01,West,Wind,TSO,720.0
2021-01-01,West,Wind,TSO,83.0
2021-01-01,East,Solar,DSO,106.609
2021-01-01,East,Solar,TSO,520.6
2021-01-01,South,Solar,DSO,22.97
2021-01-01,South,Solar,TSO,87.0
2021-01-01,West,Solar,DSO,9.2
2021-02-01,East,Wind,DSO,349.389
2021-02-01,East,Wind,TSO,491.4
2021-02-01,East,Wind,TSO,34.0
2021-02-01,North,Wind,DSO,340.498
2021-02-01,North,Wind,TSO,356.9
2021-02-01,South,Wind,DSO,1093.551
2021-02-01,South,Wind,TSO,999.85
2021-02-01,South,Wind,TSO,28.8
2021-02-01,West,Wind,DSO,441.118
2021-02-01,West,Wind,TSO,720.0
2021-02-01,West,Wind,TSO,83.0
2021-02-01,East,Solar,DSO,106.609
2021-02-01,East,Solar,TSO,520.6
2021-02-01,South,Solar,DSO,22.97
2021-02-01,South,Solar,TSO,87.0
2021-02-01,West,Solar,DSO,9.2
2021-03-01,East,Wind,DSO,349.389
2021-03-01,East,Wind,TSO,491.4
2021-03-01,East,Wind,TSO,34.0
2021-03-01,North,Wind,DSO,340.498
2021-03-01,North,Wind,TSO,356.9
2021-03-01,South,Wind,DSO,1093.551
2021-03-01,South,Wind,TSO,999.85
2021-03-01,South,Wind,TSO,28.8
2021-03-01,West,Wind,DSO,441.118
2021-03-01,West,Wind,TSO,720.0
2021-03-01,West,Wind,TSO,83.0
2021-03-01,East,Solar,DSO,106.609
2021-03-01,East,Solar,TSO,520.6
2021-03-01,South,Solar,DSO,22.97
2021-03-01,South,Solar,TSO,87.0
2021-03-01,West,Solar,DSO,9.2
2021-04-01,East,Wind,DSO,349.389
2021-04-01,East,Wind,TSO,491.4
2021-04-01,East,Wind,TSO,34.0
2021-04-01,North,Wind,DSO,340.498
2021-04-01,North,Wind,TSO,356.9
2021-04-01,South,Wind,DSO,1093.551
2021-04-01,South,Wind,TSO,999.85
2021-04-01,South,Wind,TSO,28.8
2021-04-01,West,Wind,DSO,441.118
2021-04-01,West,Wind,TSO,720.0
2021-04-01,West,Wind,TSO,83.0
2021-04-01,East,Solar,DSO,106.609
2021-04-01,East,Solar,TSO,520.6
2021-04-01,South,Solar,DSO,22.97
2021-04-01,South,Solar,TSO,87.0
2021-04-01,West,Solar,DSO,9.2
2021-05-01,East,Wind,DSO,349.389
2021-05-01,East,Wind,TSO,491.4
2021-05-01,East,Wind,TSO,34.0
2021-05-01,North,Wind,DSO,340.498
2021-05-01,North,Wind,TSO,356.9
2021-05-01,South,Wind,DSO,1093.551
2021-05-01,South,Wind,TSO,999.85
2021-05-01,South,Wind,TSO,28.8
2021-05-01,West,Wind,DSO,441.118
2021-05-01,West,Wind,TSO,720.0
2021-05-01,West,Wind,TSO,83.0
2021-05-01,East,Solar,DSO,106.609
2021-05-01,East,Solar,TSO,520.6
2021-05-01,South,Solar,DSO,22.97
2021-05-01,South,Solar,TSO,87.0
2021-05-01,West,Solar,DSO,9.2
2021-06-01,East,Wind,DSO,349.389
2021-06-01,East,Wind,TSO,491.4
2021-06-01,East,Wind,TSO,34.0
2021-06-01,North,Wind,DSO,340.498
2021-06-01,North,Wind,TSO,356.9
2021-06-01,South,Wind,DSO,1093.551
2021-06-01,South,Wind,TSO,999.85
2021-06-01,South,Wind,TSO,28.8
2021-06-01,West,Wind,DSO,441.118
2021-06-01,West,Wind,TSO,720.0
2021-06-01,West,Wind,TSO,83.0
2021-06-01,East,Solar,DSO,106.609
2021-06-01,East,Solar,TSO,520.6
2021-06-01,South,Solar,DSO,22.97
2021-06-01,South,Solar,TSO,87.0
2021-06-01,West,Solar,DSO,9.2
2021-07-01,East,Wind,DSO,349.389
2021-07-01,East,Wind,TSO,491.4
2021-07-01,East,Wind,TSO,34.0
2021-07-01,North,Wind,DSO,340.498
2021-07-01,North,Wind,TSO,356.9
2021-07-01,South,Wind,DSO,1093.551
2021-07-01,South,Wind,TSO,999.85
2021-07-01,South,Wind,TSO,28.8
2021-07-01,West,Wind,DSO,441.118
2021-07-01,West,Wind,TSO,720.0
2021-07-01,West,Wind,TSO,83.0
2021-07-01,East,Solar,DSO,106.609
2021-07-01,East,Solar,TSO,520.6
2021-07-01,South,Solar,DSO,22.97
2021-07-01,South,Solar,TSO,87.0
2021-07-01,West,Solar,DSO,9.2
2021-08-01,East,Wind,DSO,349.389
2021-08-01,East,Wind,TSO,491.4
2021-08-01,East,Wind,TSO,34.0
2021-08-01,North,Wind,DSO,340.498
2021-08-01,North,Wind,TSO,356.9
2021-08-01,South,Wind,DSO,1093.551
2021-08-01,South,Wind,TSO,999.85
2021-08-01,South,Wind,TSO,28.8
2021-08-01,West,Wind,DSO,441.118
2021-08-01,West,Wind,TSO,720.0
2021-08-01,West,Wind,TSO,83.0
2021-08-01,East,Solar,DSO,106.609
2021-08-01,East,Solar,TSO,520.6
2021-08-01,South,Solar,DSO,22.97
2021-08-01,South,Solar,TSO,87.0
2021-08-01,West,Solar,DSO,9.2
2021-09-01,East,Wind,DSO,349.389
2021-09-01,East,Wind,TSO,491.4
2021-09-01,East,Wind,TSO,34.0
2021-09-01,North,Wind,DSO,340.498
2021-09-01,North,Wind,TSO,356.9
2021-09-01,South,Wind,DSO,1093.551
2021-09-01,South,Wind,TSO,999.85
2021-09-01,South,Wind,TSO,28.8
2021-09-01,West,Wind,DSO,441.118
2021-09-01,West,Wind,TSO,720.0
2021-09-01,West,Wind,TSO,83.0
2021-09-01,East,Solar,DSO,106.609
2021-09-01,East,Solar,TSO,520.6
2021-09-01,South,Solar,DSO,22.97
2021-09-01,South,Solar,TSO,87.0
2021-09-01,West,Solar,DSO,9.2
2021-10-01,East,Wind,DSO,349.389
2021-10-01,East,Wind,TSO,491.4
2021-10-01,East,Wind,TSO,34.0
2021-10-01,North,Wind,DSO,340.498
2021-10-01,North,Wind,TSO,356.9
2021-10-01,South,Wind,DSO,1093.551
2021-10-01,South,Wind,TSO,999.85
2021-10-01,South,Wind,TSO,28.8
2021-10-01,West,Wind,DSO,441.118
2021-10-01,West,Wind,TSO,720.0
2021-10-01,West,Wind,TSO,83.0
2021-10-01,East,Solar,DSO,106.609
2021-10-01,East,Solar,TSO,520.6
2021-10-01,South,Solar,DSO,22.97
2021-10-01,South,Solar,TSO,87.0
2021-10-01,West,Solar,DSO,9.2
2021-11-01,East,Wind,DSO,349.389
2021-11-01,East,Wind,TSO,491.4
2021-11-01,East,Wind,TSO,34.0
2021-11-01,North,Wind,DSO,340.498
2021-11-01,North,Wind,TSO,356.9
2021-11-01,South,Wind,DSO,1093.551
2021-11-01,South,Wind,TSO,999.85
2021-11-01,South,Wind,TSO,28.8
2021-11-01,West,Wind,DSO,441.118
2021-11-01,West,Wind,TSO,720.0
2021-11-01,West,Wind,TSO,83.0
2021-11-01,East,Solar,DSO,106.609
2021-11-01,East,Solar,TSO,520.6
2021-11-01,South,Solar,DSO,22.97
2021-11-01,South,Solar,TSO,87.0
2021-11-01,West,Solar,DSO,9.2
2021-12-01,East,Wind,DSO,349.389
2021-12-01,East,Wind,TSO,491.4
2021-12-01,East,Wind,TSO,34.0
2021-12-01,North,Wind,DSO,340.498
2021-12-01,North,Wind,TSO,356.9
2021-12-01,South,Wind,DSO,1093.551
2021-12-01,South,Wind,TSO,999.85
2021-12-01,South,Wind,TSO,28.8
2021-12-01,West,Wind,DSO,441.118
2021-12-01,West,Wind,TSO,720.0
2021-12-01,West,Wind,TSO,83.0
2021-12-01,East,Solar,DSO,106.609
2021-12-01,East,Solar,TSO,520.6
2021-12-01,South,Solar,DSO,22.97
