Date,Zone,Type,Connection_Type,Installed_MW
2021-12-01,South,Solar,TSO,87.0
2021-12-01,West,Solar,DSO,9.2
2022-01-01,East,Wind,DSO,349.389
2022-01-01,East,Wind,TSO,491.4
2022-01-01,East,Wind,TSO,34.0
2022-01-01,North,Wind,DSO,340.498
2022-01-01,North,Wind,TSO,356.9
2022-01-01,South,Wind,DSO,1093.551
2022-01-01,South,Wind,TSO,999.85
2022-01-01,South,Wind,TSO,28.8
2022-01-01,West,Wind,DSO,441.118
2022-01-01,West,Wind,TSO,720.0
2022-01-01,West,Wind,TSO,83.0
2022-01-01,East,Solar,DSO,106.609
2022-01-01,East,Solar,TSO,520.6
2022-01-01,South,Solar,DSO,22.97
2022-01-01,South,Solar,TSO,87.0
2022-01-01,West,Solar,DSO,9.2
2022-02-01,East,Wind,DSO,349.389
2022-02-01,East,Wind,TSO,491.4
2022-02-01,East,Wind,TSO,34.0
2022-02-01,North,Wind,DSO,340.498
2022-02-01,North,Wind,TSO,356.9
2022-02-01,South,Wind,DSO,1093.551
2022-02-01,South,Wind,TSO,999.85
2022-02-01,South,Wind,TSO,28.8
2022-02-01,West,Wind,DSO,441.118
2022-02-01,West,Wind,TSO,720.0
2022-02-01,West,Wind,TSO,83.0
2022-02-01,East,Solar,DSO,106.609
2022-02-01,East,Solar,TSO,520.6
2022-02-01,South,Solar,DSO,22.97
2022-02-01,South,Solar,TSO,87.0
2022-02-01,West,Solar,DSO,9.2
2022-03-01,East,Wind,DSO,349.389
2022-03-01,East,Wind,TSO,491.4
2022-03-01,East,Wind,TSO,34.0
2022-03-01,North,Wind,DSO,340.498
2022-03-01,North,Wind,TSO,356.9
2022-03-01,South,Wind,DSO,1093.551
2022-03-01,South,Wind,TSO,999.85
2022-03-01,South,Wind,TSO,28.8
2022-03-01,West,Wind,DSO,441.118
2022-03-01,West,Wind,TSO,720.0
2022-03-01,West,Wind,TSO,83.0
2022-03-01,East,Solar,DSO,106.609
2022-03-01,East,Solar,TSO,520.6
2022-03-01,South,Solar,DSO,22.97
2022-03-01,South,Solar,TSO,87.0
2022-03-01,West,Solar,DSO,9.2
2022-04-01,East,Wind,DSO,349.389
2022-04-01,East,Wind,TSO,491.4
2022-04-01,East,Wind,TSO,34.0
2022-04-01,North,Wind,DSO,340.498
2022-04-01,North,Wind,TSO,356.9
2022-04-01,South,Wind,DSO,1093.551
2022-04-01,South,Wind,TSO,999.85
2022-04-01,South,Wind,TSO,28.8
2022-04-01,West,Wind,DSO,441.118
2022-04-01,West,Wind,TSO,720.0
2022-04-01,West,Wind,TSO,83.0
2022-04-01,East,Solar,DSO,106.609
2022-04-01,East,Solar,TSO,520.6
2022-04-01,South,Solar,DSO,22.97
2022-04-01,South,Solar,TSO,87.0
2022-04-01,West,Solar,DSO,9.2
2022-05-01,East,Wind,DSO,349.389
2022-05-01,East,Wind,TSO,491.4
2022-05-01,East,Wind,TSO,34.0
2022-05-01,North,Wind,DSO,340.498
2022-05-01,North,Wind,TSO,356.9
2022-05-01,South,Wind,DSO,1093.551
2022-05-01,South,Wind,TSO,999.85
2022-05-01,South,Wind,TSO,28.8
2022-05-01,West,Wind,DSO,441.118
2022-05-01,West,Wind,TSO,720.0
2022-05-01,West,Wind,TSO,83.0
2022-05-01,East,Solar,DSO,106.609
2022-05-01,East,Solar,TSO,520.6
2022-05-01,South,Solar,DSO,22.97
2022-05-01,South,Solar,TSO,87.0
2022-05-01,West,Solar,DSO,9.2
2022-06-01,East,Wind,DSO,349.389
2022-06-01,East,Wind,TSO,491.4
2022-06-01,East,Wind,TSO,34.0
2022-06-01,North,Wind,DSO,340.498
2022-06-01,North,Wind,TSO,356.9
2022-06-01,South,Wind,DSO,1093.551
2022-06-01,South,Wind,TSO,999.85
2022-06-01,South,Wind,TSO,28.8
2022-06-01,West,Wind,DSO,441.118
2022-06-01,West,Wind,TSO,720.0
2022-06-01,West,Wind,TSO,83.0
2022-06-01,East,Solar,DSO,106.609
2022-06-01,East,Solar,TSO,520.6
2022-06-01,South,Solar,DSO,22.97
2022-06-01,South,Solar,TSO,87.0
2022-06-01,West,Solar,DSO,9.2
2022-07-01,East,Wind,DSO,349.389
2022-07-01,East,Wind,TSO,491.4
2022-07-01,East,Wind,TSO,34.0
2022-07-01,North,Wind,DSO,340.498
2022-07-01,North,Wind,TSO,356.9
2022-07-01,South,Wind,DSO,1093.551
2022-07-01,South,Wind,TSO,999.85
2022-07-01,South,Wind,TSO,28.8
2022-07-01,West,Wind,DSO,441.118
2022-07-01,West,Wind,TSO,720.0
2022-07-01,West,Wind,TSO,83.0
2022-07-01,East,Solar,DSO,106.609
2022-07-01,East,Solar,TSO,520.6
2022-07-01,South,Solar,DSO,22.97
2022-07-01,South,Solar,TSO,87.0
2022-07-01,West,Solar,DSO,9.2
2022-08-01,East,Wind,DSO,349.389
2022-08-01,East,Wind,TSO,491.4
2022-08-01,East,Wind,TSO,34.0
2022-08-01,North,Wind,DSO,340.498
2022-08-01,North,Wind,TSO,356.9
2022-08-01,South,Wind,DSO,1093.551
2022-08-01,South,Wind,TSO,999.85
2022-08-01,South,Wind,TSO,28.8
2022-08-01,West,Wind,DSO,441.118
2022-08-01,West,Wind,TSO,720.0
2022-08-01,West,Wind,TSO,83.0
2022-08-01,East,Solar,DSO,106.609
2022-08-01,East,Solar,TSO,520.6
2022-08-01,South,Solar,DSO,22.97
2022-08-01,South,Solar,TSO,87.0
2022-08-01,West,Solar,DSO,9.2
2022-09-01,East,Wind,DSO,349.389
2022-09-01,East,Wind,TSO,491.4
2022-09-01,East,Wind,TSO,34.0
2022-09-01,North,Wind,DSO,340.498
2022-09-01,North,Wind,TSO,356.9
2022-09-01,South,Wind,DSO,1093.551
2022-09-01,South,Wind,TSO,999.85
2022-09-01,South,Wind,TSO,28.8
2022-09-01,West,Wind,DSO,441.118
2022-09-01,West,Wind,TSO,720.0
2022-09-01,West,Wind,TSO,83.0
2022-09-01,East,Solar,DSO,106.609
2022-09-01,East,Solar,TSO,520.6
2022-09-01,South,Solar,DSO,22.97
2022-09-01,South,Solar,TSO,87.0
2022-09-01,West,Solar,DSO,9.2
2022-10-01,East,Wind,DSO,349.389
2022-10-01,East,Wind,TSO,491.4
2022-10-01,East,Wind,TSO,34.0
2022-10-01,North,Wind,DSO,340.498
2022-10-01,North,Wind,TSO,356.9
2022-10-01,South,Wind,DSO,1093.551
2022-10-01,South,Wind,TSO,999.85
2022-10-01,South,Wind,TSO,28.8
2022-10-01,West,Wind,DSO,441.118
2022-10-01,West,Wind,TSO,720.0
2022-10-01,West,Wind,TSO,83.0
2022-10-01,East,Solar,DSO,106.609
2022-10-01,East,Solar,TSO,520.6
2022-10-01,South,Solar,DSO,22.97
2022-10-01,South,Solar,TSO,87.0
2022-10-01,West,Solar,DSO,9.2
2022-11-01,East,Wind,DSO,349.389
2022-11-01,East,Wind,TSO,491.4
2022-11-01,East,Wind,TSO,34.0
2022-11-01,North,Wind,DSO,340.498
2022-11-01,North,Wind,TSO,356.9
2022-11-01,South,Wind,DSO,1093.551
2022-11-01,South,Wind,TSO,999.85
2022-11-01,South,Wind,TSO,28.8
2022-11-01,West,Wind,DSO,441.118
2022-11-01,West,Wind,TSO,720.0
2022-11-01,West,Wind,TSO,83.0
2022-11-01,East,Solar,DSO,106.609
2022-11-01,East,Solar,TSO,520.6
2022-11-01,South,Solar,DSO,22.97
2022-11-01,South,Solar,TSO,87.0
2022-11-01,West,Solar,DSO,9.2
2022-12-01,East,Wind,DSO,349.389
2022-12-01,East,Wind,TSO,491.4
2022-12-01,East,Wind,TSO,34.0
2022-12-01,North,Wind,DSO,340.498
2022-12-01,North,Wind,TSO,356.9
2022-12-01,South,Wind,DSO,1093.551
2022-12-01,South,Wind,TSO,999.85
2022-12-01,South,Wind,TSO,28.8
2022-12-01,West,Wind,DSO,441.118
2022-12-01,West,Wind,TSO,720.0
2022-12-01,West,Wind,TSO,83.0
2022-12-01,East,Solar,DSO,106.609
2022-12-01,East,Solar,TSO,520.6
2022-12-01,South,Solar,DSO,22.97
2022-12-01,South,Solar,TSO,87.0
2022-12-01,West,Solar,DSO,9.2
2023-01-01,East,Wind,DSO,349.389
2023-01-01,East,Wind,TSO,491.4
2023-01-01,East,Wind,TSO,34.0
2023-01-01,North,Wind,DSO,340.498
2023-01-01,North,Wind,TSO,356.9
2023-01-01,South,Wind,DSO,1093.551
2023-01-01,South,Wind,TSO,999.85
2023-01-01,South,Wind,TSO,28.8
2023-01-01,West,Wind,DSO,441.118
2023-01-01,West,Wind,TSO,720.0
2023-01-01,West,Wind,TSO,83.0
2023-01-01,East,Solar,DSO,106.609
2023-01-01,East,Solar,TSO,520.6
2023-01-01,South,Solar,DSO,22.97
2023-01-01,South,Solar,TSO,87.0
2023-01-01,West,Solar,DSO,9.2
2023-02-01,East,Wind,DSO,349.389
2023-02-01,East,Wind,TSO,491.4
2023-02-01,East,Wind,TSO,34.0
2023-02-01,North,Wind,DSO,340.498
2023-02-01,North,Wind,TSO,356.9
2023-02-01,South,Wind,DSO,1093.551
2023-02-01,South,Wind,TSO,999.85
2023-02-01,South,Wind,TSO,28.8
2023-02-01,West,Wind,DSO,441.118
2023-02-01,West,Wind,TSO,720.0
2023-02-01,West,Wind,TSO,83.0
2023-02-01,East,Solar,DSO,106.609
2023-02-01,East,Solar,TSO,520.6
2023-02-01,South,Solar,DSO,22.97
2023-02-01,South,Solar,TSO,87.0
2023-02-01,West,Solar,DSO,9.2
2023-03-01,East,Wind,DSO,349.389
2023-03-01,East,Wind,TSO,491.4
2023-03-01,East,Wind,TSO,34.0
2023-03-01,North,Wind,DSO,340.498
2023-03-01,North,Wind,TSO,356.9
2023-03-01,South,Wind,DSO,1093.551
2023-03-01,South,Wind,TSO,999.85
2023-03-01,South,Wind,TSO,28.8
2023-03-01,West,Wind,DSO,441.118
2023-03-01,West,Wind,TSO,720.0
2023-03-01,West,Wind,TSO,83.0
2023-03-01,East,Solar,DSO,106.609
2023-03-01,East,Solar,TSO,520.6
2023-03-01,South,Solar,DSO,22.97
2023-03-01,South,Solar,TSO,87.0
2023-03-01,West,Solar,DSO,9.2
2023-04-01,East,Wind,DSO,349.389
2023-04-01,East,Wind,TSO,491.4
2023-04-01,East,Wind,TSO,34.0
2023-04-01,North,Wind,DSO,340.498
2023-04-01,North,Wind,TSO,356.9
2023-04-01,South,Wind,DSO,1093.551
2023-04-01,South,Wind,TSO,999.85
2023-04-01,South,Wind,TSO,28.8
2023-04-01,West,Wind,DSO,441.118
2023-04-01,West,Wind,TSO,720.0
2023-04-01,West,Wind,TSO,83.0
2023-04-01,East,Solar,DSO,106.609
2023-04-01,East,Solar,TSO,520.6
2023-04-01,South,Solar,DSO,22.97
2023-04-01,South,Solar,TSO,87.0
2023-04-01,West,Solar,DSO,9.2
2023-05-01,East,Wind,DSO,349.389
2023-05-01,East,Wind,TSO,491.4
2023-05-01,East,Wind,TSO,34.0
2023-05-01,North,Wind,DSO,340.498
2023-05-01,North,Wind,TSO,356.9
2023-05-01,South,Wind,DSO,1093.551
2023-05-01,South,Wind,TSO,999.85
2023-05-01,South,Wind,TSO,28.8
2023-05-01,West,Wind,DSO,441.118
2023-05-01,West,Wind,TSO,720.0
2023-05-01,West,Wind,TSO,83.0
2023-05-01,East,Solar,DSO,106.609
2023-05-01,East,Solar,TSO,520.6
2023-05-01,South,Solar,DSO,22.97
2023-05-01,South,Solar,TSO,87.0
2023-05-01,West,Solar,DSO,9.2
2023-06-01,East,Wind,DSO,349.389
2023-06-01,East,Wind,TSO,491.4
2023-06-01,East,Wind,TSO,34.0
2023-06-01,North,Wind,DSO,340.498
2023-06-01,North,Wind,TSO,356.9
2023-06-01,South,Wind,DSO,1093.551
2023-06-01,South,Wind,TSO,999.85
2023-06-01,South,Wind,TSO,28.8
2023-06-01,West,Wind,DSO,441.118
2023-06-01,West,Wind,TSO,720.0
2023-06-01,West,Wind,TSO,83.0
2023-06-01,East,Solar,DSO,106.609
2023-06-01,East,Solar,TSO,520.6
2023-06-01,South,Solar,DSO,22.97
2023-06-01,South,Solar,TSO,87.0
2023-06-01,West,Solar,DSO,9.2
2023-07-01,East,Wind,DSO,349.389
2023-07-01,East,Wind,TSO,491.4
2023-07-01,East,Wind,TSO,34.0
2023-07-01,North,Wind,DSO,340.498
2023-07-01,North,Wind,TSO,356.9
2023-07-01,South,Wind,DSO,1093.551
2023-07-01,South,Wind,TSO,999.85
2023-07-01,South,Wind,TSO,28.8
2023-07-01,West,Wind,DSO,441.118
2023-07-01,West,Wind,TSO,720.0
2023-07-01,West,Wind,TSO,83.0
2023-07-01,East,Solar,DSO,106.609
2023-07-01,East,Solar,TSO,520.6
2023-07-01,South,Solar,DSO,22.97
2023-07-01,South,Solar,TSO,87.0
2023-07-01,West,Solar,DSO,9.2
2023-08-01,East,Wind,DSO,349.389
2023-08-01,East,Wind,TSO,491.4
2023-08-01,East,Wind,TSO,34.0
2023-08-01,North,Wind,DSO,340.498
2023-08-01,North,Wind,TSO,356.9
2023-08-01,South,Wind,DSO,1093.551
2023-08-01,South,Wind,TSO,999.85
2023-08-01,South,Wind,TSO,28.8
2023-08-01,West,Wind,DSO,441.118
2023-08-01,West,Wind,TSO,720.0
2023-08-01,West,Wind,TSO,83.0
2023-08-01,East,Solar,DSO,106.609
2023-08-01,East,Solar,TSO,520.6
2023-08-01,South,Solar,DSO,22.97
2023-08-01,South,Solar,TSO,87.0
2023-08-01,West,Solar,DSO,9.2
2023-09-01,East,Wind,DSO,349.389
2023-09-01,East,Wind,TSO,491.4
2023-09-01,East,Wind,TSO,34.0
2023-09-01,North,Wind,DSO,340.498
2023-09-01,North,Wind,TSO,356.9
2023-09-01,South,Wind,DSO,1093.551
2023-09-01,South,Wind,TSO,999.85
2023-09-01,South,Wind,TSO,28.8
2023-09-01,West,Wind,DSO,441.118
2023-09-01,West,Wind,TSO,720.0
2023-09-01,West,Wind,TSO,83.0
2023-09-01,East,Solar,DSO,106.609
2023-09-01,East,Solar,TSO,520.6
2023-09-01,South,Solar,DSO,22.97
2023-09-01,South,Solar,TSO,87.0
2023-09-01,West,Solar,DSO,9.2
2023-10-01,East,Wind,DSO,349.389
2023-10-01,East,Wind,TSO,491.4
2023-10-01,East,Wind,TSO,34.0
2023-10-01,North,Wind,DSO,340.498
2023-10-01,North,Wind,TSO,356.9
2023-10-01,South,Wind,DSO,1093.551
2023-10-01,South,Wind,TSO,999.85
2023-10-01,South,Wind,TSO,28.8
2023-10-01,West,Wind,DSO,441.118
2023-10-01,West,Wind,TSO,720.0
2023-10-01,West,Wind,TSO,83.0
2023-10-01,East,Solar,DSO,106.609
2023-10-01,East,Solar,TSO,520.6
2023-10-01,South,Solar,DSO,22.97
2023-10-01,South,Solar,TSO,87.0
2023-10-01,West,Solar,DSO,9.2
2023-11-01,East,Wind,DSO,349.389
2023-11-01,East,Wind,TSO,491.4
2023-11-01,East,Wind,TSO,34.0
2023-11-01,North,Wind,DSO,340.498
2023-11-01,North,Wind,TSO,356.9
2023-11-01,South,Wind,DSO,1093.551
2023-11-01,South,Wind,TSO,999.85
2023-11-01,South,Wind,TSO,28.8
2023-11-01,West,Wind,DSO,441.118
2023-11-01,West,Wind,TSO,720.0
2023-11-01,West,Wind,TSO,83.0
2023-11-01,East,Solar,DSO,106.609
2023-11-01,East,Solar,TSO,520.6
2023-11-01,South,Solar,DSO,22.97
2023-11-01,South,Solar,TSO,87.0
2023-11-01,West,Solar,DSO,9.2
2023-12-01,East,Wind,DSO,349.389
2023-12-01,East,Wind,TSO,491.4
2023-12-01,East,Wind,TSO,34.0
2023-12-01,North,Wind,DSO,340.498
2023-12-01,North,Wind,TSO,356.9
2023-12-01,South,Wind,DSO,1093.551
2023-12-01,South,Wind,TSO,999.85
2023-12-01,South,Wind,TSO,28.8
2023-12-01,West,Wind,DSO,441.118
2023-12-01,West,Wind,TSO,720.0
2023-12-01,West,Wind,TSO,83.0
2023-12-01,East,Solar,DSO,106.609
2023-12-01,East,Solar,TSO,520.6
2023-12-01,South,Solar,DSO,22.97
2023-12-01,South,Solar,TSO,87.0
2023-12-01,West,Solar,DSO,9.2
2024-01-01,East,Wind,DSO,349.389
2024-01-01,East,Wind,TSO,491.4
2024-01-01,East,Wind,TSO,34.0
2024-01-01,North,Wind,DSO,340.498
2024-01-01,North,Wind,TSO,356.9
2024-01-01,South,Wind,DSO,1093.551
2024-01-01,South,Wind,TSO,999.85
2024-01-01,South,Wind,TSO,28.8
2024-01-01,West,Wind,DSO,441.118
2024-01-01,West,Wind,TSO,720.0
2024-01-01,West,Wind,TSO,83.0
2024-01-01,East,Solar,DSO,106.609
2024-01-01,East,Solar,TSO,520.6
2024-01-01,South,Solar,DSO,22.97
2024-01-01,South,Solar,TSO,87.0
2024-01-01,West,Solar,DSO,9.2
2024-02-01,East,Wind,DSO,349.389
2024-02-01,East,Wind,TSO,491.4
2024-02-01,East,Wind,TSO,34.0
2024-02-01,North,Wind,DSO,340.498
2024-02-01,North,Wind,TSO,356.9
2024-02-01,South,Wind,DSO,1093.551
2024-02-01,South,Wind,TSO,999.85
2024-02-01,South,Wind,TSO,28.8
2024-02-01,West,Wind,DSO,441.118
2024-02-01,West,Wind,TSO,720.0
2024-02-01,West,Wind,TSO,83.0
2024-02-01,East,Solar,DSO,106.609
2024-02-01,East,Solar,TSO,520.6
2024-02-01,South,Solar,DSO,22.97
2024-02-01,South,Solar,TSO,87.0
2024-02-01,West,Solar,DSO,9.2
2024-03-01,East,Wind,DSO,349.389
2024-03-01,East,Wind,TSO,491.4
2024-03-01,East,Wind,TSO,34.0
2024-03-01,North,Wind,DSO,340.498
2024-03-01,North,Wind,TSO,356.9
2024-03-01,South,Wind,DSO,1093.551
2024-03-01,South,Wind,TSO,999.85
2024-03-01,South,Wind,TSO,28.8
2024-03-01,West,Wind,DSO,441.118
2024-03-01,West,Wind,TSO,720.0
2024-03-01,West,Wind,TSO,83.0
2024-03-01,East,Solar,DSO,106.609
2024-03-01,East,Solar,TSO,520.6
2024-03-01,South,Solar,DSO,22.97
2024-03-01,South,Solar,TSO,87.0
2024-03-01,West,Solar,DSO,9.2
2024-04-01,East,Wind,DSO,349.389
2024-04-01,East,Wind,TSO,491.4
2024-04-01,East,Wind,TSO,34.0
2024-04-01,North,Wind,DSO,340.498
2024-04-01,North,Wind,TSO,356.9
2024-04-01,South,Wind,DSO,1093.551
2024-04-01,South,Wind,TSO,999.85
2024-04-01,South,Wind,TSO,28.8
2024-04-01,West,Wind,DSO,441.118
2024-04-01,West,Wind,TSO,720.0
2024-04-01,West,Wind,TSO,83.0
2024-04-01,East,Solar,DSO,106.609
2024-04-01,East,Solar,TSO,520.6
2024-04-01,South,Solar,DSO,22.97
2024-04-01,South,Solar,TSO,87.0
2024-04-01,West,Solar,DSO,9.2
2024-05-01,East,Wind,DSO,349.389
2024-05-01,East,Wind,TSO,491.4
2024-05-01,East,Wind,TSO,34.0
2024-05-01,North,Wind,DSO,340.498
2024-05-01,North,Wind,TSO,356.9
2024-05-01,South,Wind,DSO,1093.551
2024-05-01,South,Wind,TSO,999.85
2024-05-01,South,Wind,TSO,28.8
2024-05-01,West,Wind,DSO,441.118
2024-05-01,West,Wind,TSO,720.0
2024-05-01,West,Wind,TSO,83.0
2024-05-01,East,Solar,DSO,106.609
2024-05-01,East,Solar,TSO,520.6
2024-05-01,South,Solar,DSO,22.97
2024-05-01,South,Solar,TSO,87.0
2024-05-01,West,Solar,DSO,9.2
2024-06-01,East,Wind,DSO,349.389
2024-06-01,East,Wind,TSO,491.4
2024-06-01,East,Wind,TSO,34.0
2024-06-01,North,Wind,DSO,340.498
2024-06-01,North,Wind,TSO,356.9
2024-06-01,South,Wind,DSO,1093.551
2024-06-01,South,Wind,TSO,999.85
2024-06-01,South,Wind,TSO,28.8
2024-06-01,West,Wind,DSO,441.118
2024-06-01,West,Wind,TSO,720.0
2024-06-01,West,Wind,TSO,83.0
2024-06-01,East,Solar,DSO,106.609
2024-06-01,East,Solar,TSO,520.6
2024-06-01,South,Solar,DSO,22.97
2024-06-01,South,Solar,TSO,87.0
2024-06-01,West,Solar,DSO,9.2
2024-07-01,East,Wind,DSO,349.389
2024-07-01,East,Wind,TSO,491.4
2024-07-01,East,Wind,TSO,34.0
2024-07-01,North,Wind,DSO,340.498
2024-07-01,North,Wind,TSO,356.9
2024-07-01,South,Wind,DSO,1093.551
2024-07-01,South,Wind,TSO,999.85
2024-07-01,South,Wind,TSO,28.8
2024-07-01,West,Wind,DSO,441.118
2024-07-01,West,Wind,TSO,720.0
2024-07-01,West,Wind,TSO,83.0
2024-07-01,East,Solar,DSO,106.609
2024-07-01,East,Solar,TSO,520.6
2024-07-01,South,Solar,DSO,22.97
2024-07-01,South,Solar,TSO,87.0
2024-07-01,West,Solar,DSO,9.2
2024-08-01,East,Wind,DSO,349.389
2024-08-01,East,Wind,TSO,491.4
2024-08-01,East,Wind,TSO,34.0
2024-08-01,North,Wind,DSO,340.498
2024-08-01,North,Wind,TSO,356.9
2024-08-01,South,Wind,DSO,1093.551
2024-08-01,South,Wind,TSO,999.85
2024-08-01,South,Wind,TSO,28.8
2024-08-01,West,Wind,DSO,441.118
2024-08-01,West,Wind,TSO,720.0
2024-08-01,West,Wind,TSO,83.0
2024-08-01,East,Solar,DSO,106.609
2024-08-01,East,Solar,TSO,520.6
2024-08-01,South,Solar,DSO,22.97
2024-08-01,South,Solar,TSO,87.0
2024-08-01,West,Solar,DSO,9.2
2024-09-01,East,Wind,DSO,349.389
2024-09-01,East,Wind,TSO,491.4
2024-09-01,East,Wind,TSO,34.0
2024-09-01,North,Wind,DSO,340.498
2024-09-01,North,Wind,TSO,356.9
2024-09-01,South,Wind,DSO,1093.551
2024-09-01,South,Wind,TSO,999.85
2024-09-01,South,Wind,TSO,28.8
2024-09-01,West,Wind,DSO,441.118
2024-09-01,West,Wind,TSO,720.0
2024-09-01,West,Wind,TSO,83.0
2024-09-01,East,Solar,DSO,106.609
2024-09-01,East,Solar,TSO,520.6
2024-09-01,South,Solar,DSO,22.97
2024-09-01,South,Solar,TSO,87.0
2024-09-01,West,Solar,DSO,9.2
2024-10-01,East,Wind,DSO,349.389
2024-10-01,East,Wind,TSO,491.4
2024-10-01,East,Wind,TSO,34.0
2024-10-01,North,Wind,DSO,340.498
2024-10-01,North,Wind,TSO,356.9
2024-10-01,South,Wind,DSO,1093.551
2024-10-01,South,Wind,TSO,999.85
2024-10-01,South,Wind,TSO,28.8
2024-10-01,West,Wind,DSO,441.118
2024-10-01,West,Wind,TSO,720.0
2024-10-01,West,Wind,TSO,83.0
2024-10-01,East,Solar,DSO,106.609
2024-10-01,East,Solar,TSO,520.6
2024-10-01,South,Solar,DSO,22.97
2024-10-01,South,Solar,TSO,87.0
2024-10-01,West,Solar,DSO,9.2
2024-11-01,East,Wind,DSO,349.389
2024-11-01,East,Wind,TSO,491.4
2024-11-01,East,Wind,TSO,34.0
2024-11-01,North,Wind,DSO,340.498
2024-11-01,North,Wind,TSO,356.9
2024-11-01,South,Wind,DSO,1093.551
2024-11-01,South,Wind,TSO,999.85
2024-11-01,South,Wind,TSO,28.8
2024-11-01,West,Wind,DSO,441.118
2024-11-01,West,Wind,TSO,720.0
2024-11-01,West,Wind,TSO,83.0
2024-11-01,East,Solar,DSO,106.609
2024-11-01,East,Solar,TSO,520.6
2024-11-01,South,Solar,DSO,22.97
2024-11-01,South,Solar,TSO,87.0
2024-11-01,West,Solar,DSO,9.2
2024-12-01,East,Wind,DSO,349.389
2024-12-01,East,Wind,TSO,491.4
2024-12-01,East,Wind,TSO,34.0
2024-12-01,North,Wind,DSO,340.498
2024-12-01,North,Wind,TSO,356.9
2024-12-01,South,Wind,DSO,1093.551
2024-12-01,South,Wind,TSO,999.85
2024-12-01,South,Wind,TSO,28.8
2024-12-01,West,Wind,DSO,441.118
2024-12-01,West,Wind,TSO,720.0
2024-12-01,West,Wind,TSO,83.0
2024-12-01,East,Solar,DSO,106.609
2024-12-01,East,Solar,TSO,520.6
2024-12-01,South,Solar,DSO,22.97
2024-12-01,South,Solar,TSO,87.0
2024-12-01,West,Solar,DSO,9.2
